Name,Realm,Character,Tier,Element,Type,Owned
Seiken Shock,IX,Beatrix,SSB,NE,PHY,True
Sword of the Clear Mind,IX,Beatrix,SSB,Holy,PHY,False
Knight Protector,IX,Beatrix,BSB,Holy,PHY,False
Seiken Thunder Slash,IX,Beatrix,BSB,Holy Lightning,PHY,True
Seiken Climhazzard,IX,Beatrix,OSB,Holy,PHY,False
Rose Finale,IX,Beatrix,USB,Holy,PHY,True
Seiken Holy Hazzard,IX,Beatrix,ASB,Holy,PHY,False
Rose Catharsis,IX,Beatrix,GL2,Holy,NA,True
Noblest Kinght,IX,Beatrix,GL,Holy,NA,True
Seiken Climcross,IX,Beatrix,AW,Holy,PHY,False
Seiken Shock End,IX,Beatrix,Sync,Holy,PHY,False
Spectral Break,IX,Beatrix,Sync,Holy,PHY,False
Seiken,IX,Beatrix,AD,Holy,PHY,False
Dread of Death,IX,Kuja,Unique,Dark,MAG,False
Darkflare Star,IX,Kuja,SSB,Dark,MAG,False
Clutch Strike,IX,Kuja,SSB,Dark,MAG,False
Force Symphony,IX,Kuja,BSB,Dark,MAG,True
Corrupt Refrain,IX,Kuja,BSB,Dark,MAG,False
Final Requiem,IX,Kuja,OSB,Dark,MAG,False
Reaper's Call,IX,Kuja,USB,Dark,MAG,False
Soulsplitter,IX,Kuja,USB,Dark,MAG,False
Chaotic Rhapsody,IX,Kuja,USB,Dark,MAG,True
Cloudburst Blessing,IX,Kuja,Chain3,Dark,MAG,False
Planet Requiem,IX,Kuja,ASB,Dark,MAG,False
Soul Charge,IX,Kuja,GL,Dark,NA,False
Dark Refrain,IX,Kuja,GL2,Dark,NA,False
Ultima Symphony,IX,Kuja,AW,Dark,MAG,False
Chaos Divider,IX,Kuja,Sync,Dark,MAG,False
Force Requiem,IX,Kuja,OLB,Dark,MAG,True
Soul Resonance,IX,Kuja,AD,Dark,MAG,False
Planet Reaper,IX,Kuja,AW,Dark,MAG,True
Woven Bond: Kuja - Dark,IX,Kuja,CLB,Dark,MAG,False
Awoken Darkflare Star,IX,Kuja,DuAW,Dark,MAG,False
Tantalus Break,IX,Marcus,SSB,Wind Poison,PHY,False
Poison Impulse,IX,Marcus,BSB,Wind Poison,PHY,False
Phantom Hazard,IX,Marcus,USB,Wind Poison,PHY,False
Moment of Vengeance,IX,Marcus,USB,Wind Poison,PHY,False
Triple Twister,IX,Marcus,ASB,Wind Poison,PHY,True
Leave it to Me,IX,Marcus,GL,Wind Poison,NA,False
Blade Gambit,IX,Marcus,AW,Wind Poison,PHY,True
There You Go!,IX,Marcus,Sync,Wind Poison,PHY,False
Spiraling Flash (Marcus),IX,Marcus,GLB,Wind Poison,NA,False
Turbulent Venom,IX,Marcus,OLB,Wind Poison,PHY,False
Tantalus Blade,IX,Marcus,AD,Wind Poison,PHY,False
Awoken Tantalus Break,IX,Marcus,DuAW,Wind Poison,PHY,False
Spiral Cut,X,Tidus,Unique,NE,PHY,False
Slice & Dice,X,Tidus,Unique,NE,PHY,True
Swiftform,X,Tidus,Unique,NE,NA,True
Leap & Rush,X,Tidus,Unique,NE,PHY,False
Jecht Shot,X,Tidus,SSB,Water,PHY,False
Abes All-star,X,Tidus,BSB,Water,PHY,False
Sonic Strike,X,Tidus,BSB,Water,PHY,True
Energy Rain,X,Tidus,OSB,Water,PHY,False
Day to Remember,X,Tidus,USB,Water,PHY,True
Quick Rush,X,Tidus,USB,Water,PHY,False
A Fleeting Dream,X,Tidus,Chain,Water,PHY MAG,True
Bond (Tidus),X,Tidus,Chain4,ALL,PHY MAG,False
Slash & Splash,X,Tidus,ASB,Water,PHY,False
Ace Form,X,Tidus,GL,Water,NA,True
Sphere Form,X,Tidus,GL2,Water,NA,True
Splash Buster,X,Tidus,AW,Water,PHY,False
Rising Dream,X,Tidus,AW,Water,PHY,True
Blitz Ace,X,Tidus,Sync,Water,PHY,True
Blitz Yell,X,Tidus,Sync,Water,PHY,False
Heavy Rain,X,Tidus,OLB,Water,PHY,False
Water Raiment (Tidus),X,Tidus,GLB,Water,NA,False
Apex Blitz Ace,X,Tidus,AD,Water,PHY,False
Awoken Rising Dream,X,Tidus,DuAW,Water,PHY,False
The Sending,X,Yuna,Unique,Holy,MAG,False
Hymn of the Fayth,X,Yuna,Unique,NE,NA,True
Farplane Wind,X,Yuna,Unique,Holy,MAG,True
Dragon's Roar,X,Yuna,SSB,NE,MAG,False
Miracle Veil,X,Yuna,SSB,NE,NA,False
Trigger Happy,X,Yuna,BSB,NE,MAG,True
Tenets of the Fayth,X,Yuna,BSB,NE,MAG,False
Song for Spira,X,Yuna,USB,NE,NA,True
Grand Summon Overdrive,X,Yuna,USB,Holy Wind,MAG,False
Heavenly Blessing,X,Yuna,USB,NE,NA,False
Whistle Promise,X,Yuna,USB,NE,NA,True
Calm Prayer,X,Yuna,USB,NE,NA,False
Fanciful Ballad,X,Yuna,Chain3,Holy,MAG,False
Grand Summon Dragonlord,X,Yuna,ASB,Holy Wind,MAG,False
Boundless Heart,X,Yuna,GL2,Holy,NA,False
Fayth's Refuge,X,Yuna,GL,Holy,NA,True
Bright Prospects,X,Yuna,GL,Holy,NA,False
Yearning Prayer,X,Yuna,GL2,NE,NA,False
Final Wall,X,Yuna,GL2,NE,NA,False
Cradling Words,X,Yuna,AW,NE,NA,False
For the Calm,X,Yuna,AW,Holy Wind,MAG,True
Gunner Dressphere,X,Yuna,AW,Holy Wind,MAG,False
Farplane Wish,X,Yuna,Sync,Holy Wind,MAG,True
Summoner Dressphere,X,Yuna,Sync,Holy Wind,MAG,False
Guardian Valefor,X,Yuna,Guardian,Holy Wind,MAG,False
Awoken Grand Summon Overdrive,X,Yuna,DuAW,Holy Wind,MAG,False
Blast Ray,X,Yuna,OLB,Holy Wind,MAG,False
Status Reels,X,Wakka,Unique,NE,PHY,True
Attack Reels,X,Wakka,Unique,NE,PHY,False
Aurochs Reels,X,Wakka,SSB,NE,PHY,False
Dual Buster,X,Wakka,BSB,Water,PHY,True
Assault Reels,X,Wakka,BSB,NE,PHY,False
Aurochs Spirit,X,Wakka,USB,Water,PHY,True
Aurochs' Shot,X,Wakka,USB,Water,PHY,True
Blitz Discipline,X,Wakka,Chain3,ALL,PHY MAG,False
Centre Attack,X,Wakka,GL2,Water,PHY,False
Ocean Reels,X,Wakka,GL2,Water,NA,False
Ace Lesson,X,Wakka,AW,Water,PHY,True
Last Blitz,X,Wakka,AW,Water,PHY,False
Aurochs Spirit+,X,Wakka,Sync,Water,PHY,False
Water Flash (Wakka),X,Wakka,GLB,Water,PHY,False
Spiraling Flash (Wakka),X,Wakka,GLB,Water,NA,True
Blitz Off,X,Wakka,OLB,Water,PHY,False
Apex Aurochs Reels,X,Wakka,AD,Water,PHY,False
Firaga Fury,X,Lulu,Unique,Fire,MAG,True
Focus (X),X,Lulu,Unique,NE,NA,True
March of the Moogles,X,Lulu,SSB,Ice,MAG,False
Icy Smile,X,Lulu,SSB,Ice,MAG,True
Triple Threat,X,Lulu,BSB,Ice Fire Water,MAG,False
Abaddon Blizzaja,X,Lulu,USB,Ice,MAG,True
Blizzard & Water Fury,X,Lulu,USB,Ice Water,MAG,True
Triple Trick,X,Lulu,USB,Ice Water Lightning,MAG,False
Twin Temptations,X,Lulu,ASB,Ice Water,MAG,True
Icy Beauty,X,Lulu,GL,Ice,NA,False
Overlapping Futures,X,Lulu,GL2,Ice Water Lightning,NA,False
Witch’s Resolve,X,Lulu,GL2,NE,NA,False
Aqueous Beauty,X,Lulu,GL,Water,NA,False
The Future Waits,X,Lulu,AW,Ice Water,MAG,True
Voltech Fury,X,Lulu,AW,Ice Water Lightning,MAG,False
Tri-Energy,X,Lulu,OLB,Ice Water Lightning,MAG,False
Plushie Magic,X,Lulu,Sync,Ice Water Lightning,MAG,False
Ultima Fury,X,Lulu,AD,Ice Water Lightning,MAG,False
Awoken Triple Trick,X,Lulu,DuAW,Ice Water Lightning,MAG,False
Mighty Guard (X),X,Kimahri,Unique,NE,NA,False
Ronso Jump,X,Kimahri,Unique,NE,PHY,False
Fang of Gagazet,X,Kimahri,SSB,NE,PHY,False
Aqua Breath (X),X,Kimahri,BSB,Water,PHY,True
Ronso Breath,X,Kimahri,USB,Water,PHY,False
Undimmed Spirit,X,Kimahri,USB,Water,NA,False
Azure Lance,X,Kimahri,ASB,Water Fire,PHY,True
Aqua Landing,X,Kimahri,GL2,Water,NA,False
Ronso Spirit,X,Kimahri,GL2,NE,NA,False
Dragonfang Current,X,Kimahri,AW,Water,PHY,False
Ocean Breath,X,Kimahri,AW,Water,PHY,False
Inherited Resolve,X,Kimahri,Sync,Water,PHY,False
Nova,X,Kimahri,AD,Water,PHY,False
Awoken Fang of Gagazet,X,Kimahri,DuAW,Water,PHY,True
Hazardous Shell,X,Rikku,Unique,NE,PHY,True
Machina Sabotage,X,Rikku,Unique,NE,PHY,True
Hyper NulAll,X,Rikku,Unique,NE,NA,False
Master Thief,X,Rikku,SSB,NE,PHY,False
Al Bhed Brew,X,Rikku,SSB,NE,NA,True
Machinations,X,Rikku,BSB,Water Lightning,PHY,True
Team Bomb,X,Rikku,BSB,Water,PHY,False
Thief Dressphere,X,Rikku,USB,Water,PHY,False
Hyper Mighty G,X,Rikku,USB,NE,NA,True
Eternal Dedication,X,Rikku,Chain2,ALL,PHY MAG,False
Hyper Enwater,X,Rikku,Chain2,Water,PHY,False
Secret Concoction,X,Rikku,GL2,NE,NA,True
Mega Enwater,X,Rikku,GL2,Water,NA,False
Marine Time,X,Rikku,GL,Water,NA,True
Water Buster,X,Rikku,AW,Water,PHY,False
Dynamic Mix,X,Rikku,AW,Water,PHY,True
Tidal Wave,X,Rikku,Sync,Water,PHY,True
True Aqua Toxin,X,Rikku,Sync,Water,PHY,False
Mix Bubble Bomb,X,Rikku,OLB,Water,PHY,False
Mix,X,Rikku,AD,Water,PHY,False
Awoken Machina Sabotage,X,Rikku,DuAW,Water,PHY,False
Dragon Fang,X,Auron,Unique,NE,PHY,True
Shooting Star,X,Auron,Unique,NE,PHY,False
Undefeated,X,Auron,Unique,NE,PHY,True
Banishing Blade,X,Auron,SSB,NE,PHY,False
Tornado,X,Auron,BSB,Fire,PHY,False
Bushido,X,Auron,BSB,NE,PHY,False
Fiery Heart,X,Auron,BSB,Fire,PHY,True
Unwavering Resolve,X,Auron,OSB,Fire,PHY,True
Alkaid,X,Auron,USB,Fire,PHY,False
Lost Arts,X,Auron,USB,Fire,PHY,True
Nog Fire,X,Auron,Chain2,Fire,PHY,True
Ash and Dust,X,Auron,ASB,Fire,PHY,False
Flaming Reflection,X,Auron,GL2,Fire,NA,True
Scorching Shank,X,Auron,GL,Fire,PHY,True
Guardian Grit,X,Auron,GL,Fire,NA,True
Blazing Fate,X,Auron,AW,Fire,PHY,False
Legendary Guardian,X,Auron,AW,Fire,PHY,False
Secret Shooting Star,X,Auron,Sync,Fire,PHY,False
True Banishing Blade,X,Auron,Sync,Fire,PHY,False
Secret Dragon Fang,X,Auron,OLB,Fire,PHY,False
Apex Tornado,X,Auron,AD,Fire,PHY,False
Jecht Beam,X,Jecht,Unique,NE,PHY,False
Jecht Rush,X,Jecht,Unique,NE,PHY,False
Ultimate Jecht Shot,X,Jecht,SSB,NE,PHY,True
Jecht's Blade,X,Jecht,SSB,Dark,PHY,False
Wound Up,X,Jecht,BSB,Fire,PHY,False
Final Transformation,X,Jecht,BSB,Dark,PHY,False
Blitz King,X,Jecht,OSB,Dark Fire,PHY,True
Struggle Within,X,Jecht,USB,Dark Fire,PHY,False
Ultimate Jecht Rush,X,Jecht,USB,Dark,PHY,True
Jecht Slash,X,Jecht,USB,Fire,PHY,True
Jecht Impact,X,Jecht,ASB,Dark Fire,PHY,True
Jecth Charge,X,Jecht,GL,Dark Fire,NA,False
Jecht Spirit,X,Jecht,GL,NE,NA,False
Triumphant Grasp,X,Jecht,AW,Dark Fire,PHY,False
Jecht Dream,X,Jecht,AW,Dark Fire,PHY,True
Meteor Shot,X,Jecht,Sync,Dark Fire,PHY,False
Ultimate Jecht Beam,X,Jecht,OLB,Dark Fire,PHY,False
Fake Out,X,Jecht,AD,Dark Fire,PHY,False
Aeons of Wing and Flame,X,Braska,SSB,Fire,MAG,True
Wandering Flame,X,Braska,SSB,Fire,MAG,True
Summoner's Dream,X,Braska,SSB,NE,NA,False
Trine Summoning,X,Braska,BSB,Fire Lightning,MAG,False
Sorrowbane Flame,X,Braska,USB,Fire,MAG,False
Twin Summoning,X,Braska,USB,Fire Lightning,MAG,False
Greater Ifrit,X,Braska,ASB,Fire,MAG,True
Crimson Prayer,X,Braska,GL2,Fire,MAG,False
A Dream of Journey's End,X,Braska,GL,Fire,NA,False
Summon Fire II,X,Braska,AW,Fire,MAG,False
Summon Flamebeast,X,Braska,AW,Fire,MAG,False
High Summoner's Flame,X,Braska,Sync,Fire,MAG,False
Apex Ifrit,X,Braska,AD,Fire,MAG,False
Awoken Sorrowbane Flame,X,Braska,DuAW,Fire,MAG,False
Sword Dance,X,Paine,SSB,Earth Wind,PHY,True
Liquid Steel,X,Paine,SSB,Water,PHY,True
Whelmen,X,Paine,BSB,Water,PHY,True
Grand Storm,X,Paine,BSB,Water Earth Wind,PHY,True
Rushing Steel,X,Paine,USB,Water,PHY,False
Gullwinged Perfection,X,Paine,USB,Water,PHY,False
Throttle Alluvion,X,Paine,USB,Water,PHY,True
Cool Holiday,X,Paine,Chain2,Water,PHY,True
Strike and Strip,X,Paine,ASB,Water,PHY,True
Maulwings Flurry,X,Paine,GL2,Water,NA,False
Bring the Pain!,X,Paine,GL2,Water,NA,True
YRP Combo!,X,Paine,AW,Water,PHY,False
Throttle Flurry,X,Paine,AW,Water,PHY,True
Water Throttle,X,Paine,Sync,Water,PHY,False
Liquid Steel Throttle,X,Paine,Sync,Water,PHY,False
Full Throttle Cap Break,X,Paine,AD,Water,PHY,False
Practiced Blade,X,Paine,OLB,Water,PHY,True
Awoken Liquid Steel,X,Paine,DuAW,Water,PHY,False
Cross Cleave,X,Seymour,SSB,Dark,MAG,False
Anima's Pain,X,Seymour,BSB,Dark,MAG,True
Guado Grudge,X,Seymour,BSB,Dark,MAG,True
Merciless Barrage,X,Seymour,USB,Dark,MAG,True
Eternal Peace,X,Seymour,USB,Dark,MAG,False
Oblivion,X,Seymour,Chain,Dark,PHY MAG,False
Lance of Atrophy,X,Seymour,ASB,Dark,MAG,False
Dark Imaginings,X,Seymour,GL,Dark,NA,True
A Son's Yearning,X,Seymour,GL2,Dark,MAG,False
Requiem of Destruction,X,Seymour,AW,Dark,MAG,False
Feel My Pain!,X,Seymour,AW,Dark,MAG,False
Begrudging Soul,X,Seymour,Sync,Dark,MAG,False
Vidofnir,XI,Shantotto,SSB,NE,MAG,True
Primordial Elements,XI,Shantotto,SSB,Fire Ice Lightning,MAG,True
Play Rough,XI,Shantotto,BSB,Lightning Fire Ice,MAG,True
A Thousand Suns,XI,Shantotto,USB,Lightning Ice Fire,MAG,True
Frightening Lightning,XI,Shantotto,Chain,Lightning,PHY MAG,True
Bond (Shantotto),XI,Shantotto,Chain4,ALL,PHY MAG,False
New Thunder Chain,XI,Shantotto,Chain3,Lightning,MAG,False
Colossal Shantotto,XI,Shantotto,ASB,Lightning,MAG,True
Elemental Celerity,XI,Shantotto,GL,Lightning,NA,True
Thrills and Spills!,XI,Shantotto,GL2,Lightning,MAG,False
Federation Demon,XI,Shantotto,AW,Lightning,MAG,True
Chain Thunder Play,XI,Shantotto,Sync,Lightning,MAG,False
Ancient Magic Burst II,XI,Shantotto,OLB,Lightning,MAG,True
Salvation Scythe,XI,Shantotto,AD,Lightning,MAG,False
Tachi Jinpu,XI,Ayame,SSB,Wind,PHY,True
Meikyo Shisui,XI,Ayame,BSB,Ice,PHY,True
Ancestral Blade,XI,Ayame,OSB,Ice,PHY,False
Hagakure Yukikaze,XI,Ayame,USB,Ice,PHY,True
Tachi: Ageha Cho,XI,Ayame,ASB,Ice,PHY,True
Overwhelm,XI,Ayame,GL,Ice,NA,False
Ikishoten,XI,Ayame,GL2,Ice,NA,False
Shin-Setsugekka,XI,Ayame,AW,Ice,PHY,False
Winter Moon Blossom,XI,Ayame,Sync,Ice,PHY,False
Apex Skillchain,XI,Ayame,AD,Ice,PHY,False
Swift Blade,XI,Curilla,SSB,Holy,PHY,False
Intervention,XI,Curilla,BSB,Holy,PHY,True
Holy Circle,XI,Curilla,USB,NE,NA,True
Extreme Defense,XI,Curilla,USB,NE,NA,True
Dawn Prayer,XI,Curilla,Chain3,ALL,PHY MAG,False
Circle Blade,XI,Curilla,ASB,Holy,PHY,True
Sacred Seal,XI,Curilla,GL2,Holy,NA,False
One-Eyed Swordmaster,XI,Curilla,GL,Holy,NA,False
Vorpal Blade,XI,Curilla,AW,Holy,PHY,False
Knights of Round,XI,Curilla,Sync,Holy,PHY,False
Rigorous Reverie,XI,Prishe,SSB,NE,NA,False
Nullifying Dropkick,XI,Prishe,BSB,NE,PHY,True
Auroral Uppercut,XI,Prishe,USB,NE,PHY,False
Asuran Fists,XI,Prishe,USB,Lightning Ice,PHY,False
Heroine's Combat,XI,Prishe,Chain2,ALL,PHY MAG,True
One Inch Punch,XI,Prishe,ASB,Lightning Ice,PHY,False
Impetus,XI,Prishe,GL2,Lightning Ice,NA,True
Raging Flurry,XI,Prishe,AW,Lightning Ice,PHY,True
Hundred Fists,XI,Prishe,Sync,Lightning Ice,PHY,False
Chi Blast,XI,Prishe,OLB,Lightning Ice,PHY,False
Knuckle Sandwich,XI,Prishe,AD,Lightning Ice,PHY,False
Powder Keg,XI,Lion,SSB,NE,PHY,False
Walk the Plank,XI,Lion,BSB,NE,PHY,True
Pirate Pummel,XI,Lion,USB,NE,PHY,True
Dancing Edge (XI),XI,Lion,USB,Water,PHY,False
Scatter Shot,XI,Lion,ASB,Water,PHY,True
Shark Bite,XI,Lion,GL2,Water,PHY,True
Pirate's Tutelage,XI,Lion,GL,Water,NA,False
Evisceration,XI,Lion,AW,Water,PHY,False
Mandalic Stab,XI,Lion,Sync,Water,PHY,False
Apex Walk the Plank,XI,Lion,AD,Water,PHY,False
Remove & Resist,XI,Aphmau,SSB,NE,NA,True
Realignment,XI,Aphmau,BSB,Lightning,MAG,True
Overdrive (XI),XI,Aphmau,USB,NE,NA,True
Imperial Heal,XI,Aphmau,USB,Holy,MAG,True
Instant Manipulation,XI,Aphmau,GL2,NE,NA,True
Benediction (XI),XI,Aphmau,AW,NE,NA,False
Automation Band,XI,Aphmau,Sync,NE,NA,False
Freezebite,XI,Zeid,SSB,Dark Ice,PHY,False
Abyssal Strike,XI,Zeid,BSB,Dark,PHY,True
Darksheen Blade,XI,Zeid,USB,Dark,PHY,False
Shockwave (XI),XI,Zeid,ASB,Dark,PHY,True
Chastise,XI,Zeid,GL2,Dark,PHY,False
Sickle Moon,XI,Zeid,AW,Dark,PHY,True
Scourge (XI),XI,Zeid,Sync,Dark,PHY,False
Ground Strike,XI,Zeid,OLB,Dark,PHY,False
Torcleaver,XI,Zeid,AD,Dark,PHY,True
Vivifying Waltz,XI,Lilisette,BSB,Lightning Wind,PHY,True
Sensual Dance,XI,Lilisette,USB,Lightning Wind,PHY,True
Climactic Flourish,XI,Lilisette,GL2,NE,NA,False
Desperate Flourish,XI,Lilisette,AW,NE,NA,False
Rousing Samba,XI,Lilisette,Sync,NE,NA,False
Guardian Lady Lilith,XI,Lilisette,Guardian,Lightning Wind,PHY,False
True Strike,XI,Naja,USB,Earth,PHY,False
Salaheem Slam,XI,Naja,ASB,Earth,PHY,True
Warrior's Charge,XI,Naja,GL,Earth,NA,True
White Whorl,XII,Vaan,Unique,NE,PHY,True
Windburst,XII,Vaan,Unique,NE,PHY,True
Piercing Blow,XII,Vaan,SSB,NE,PHY,False
Pyroclasm,XII,Vaan,SSB,NE,PHY,True
Ark Blast,XII,Vaan,BSB,NE,PHY,True
Blood-Red Spiral,XII,Vaan,OSB,NE,PHY,True
License Acquired,XII,Vaan,USB,Wind,PHY,False
Cruelest Azure,XII,Vaan,USB,NE,PHY,True
Calamitous Orb,XII,Vaan,USB,Wind,PHY,True
Wind of Liberation,XII,Vaan,Chain3,Wind,PHY,False
Bond (Vaan),XII,Vaan,Chain4,ALL,PHY MAG,False
Whitest Whorl,XII,Vaan,ASB,Wind,PHY,False
Rabanastre Rumble,XII,Vaan,GL,Wind,PHY,True
Spiral Wind II,XII,Vaan,GL2,Wind,NA,True
Spiral Wind,XII,Vaan,GL,Wind,NA,False
Dreadnought,XII,Vaan,AW,Wind,PHY,False
Luminescence,XII,Vaan,AW,Wind,PHY,False
Head Strike,XII,Vaan,Sync,Wind,PHY,False
Cruel Veil,XII,Vaan,Sync,Wind,PHY,False
Swift Superstar,XII,Vaan,OLB,Wind,PHY,False
Apex Pyroclasm,XII,Vaan,AD,Wind,PHY,False
Element of Treachery,XII,Balthier,Unique,NE,PHY,True
Tides of Fate,XII,Balthier,Unique,Water,PHY,False
Strahl Strafe,XII,Balthier,SSB,Fire,PHY,False
Inferno,XII,Balthier,SSB,Fire,PHY,True
Gatling Gun,XII,Balthier,BSB,Fire,PHY,False
Sprak of Change,XII,Balthier,BSB,Fire,PHY,True
S-85 Cyclotrone,XII,Balthier,OSB,Fire,PHY,False
Makara,XII,Balthier,USB,Fire,PHY,False
Edge of Treachery,XII,Balthier,USB,Fire,PHY,True
Prodigal Son,XII,Balthier,Chain2,ALL,PHY MAG,True
Incendiary Trap,XII,Balthier,Chain3,Fire,PHY,False
Tales of the Past,XII,Balthier,ASB,Fire,PHY,True
Rise and Fall,XII,Balthier,GL2,Fire,NA,False
Snatch Heart,XII,Balthier,GL2,Fire,PHY,False
Scarlet Sky Fluke,XII,Balthier,GL2,Fire,NA,True
The Fleetfooted,XII,Balthier,GL,Fire,NA,True
Untouchable Hellfire,XII,Balthier,AW,Fire,PHY,True
Catastrophic Grand Cross,XII,Balthier,AW,Fire,PHY,False
Fierce Big Bang,XII,Balthier,Sync,Fire,PHY,True
True Fires of War,XII,Balthier,OLB,Fire,PHY,False
Apex Element of Treachery,XII,Balthier,AD,Fire,PHY,False
Whip Kick,XII,Fran,Unique,NE,PHY,True
Shatterheart,XII,Fran,Unique,NE,PHY,False
Mist Overload,XII,Fran,SSB,NE,PHY,False
Pinpoint,XII,Fran,SSB,Lightning,PHY,False
Gaze of the Void,XII,Fran,BSB,NE,PHY,False
Thundering Hail,XII,Fran,BSB,Ice Lightning,PHY,True
Vanquished Cries,XII,Fran,USB,Ice Dark,PHY,True
Sparkchill Fang,XII,Fran,USB,Ice Lightning,PHY,True
Chain of Blizzard,XII,Fran,Chain,Ice,PHY MAG,True
Shatterlink,XII,Fran,Chain3,Ice,PHY,True
Hawkeyed Marksman,XII,Fran,GL2,NE,NA,False
Steady Grip,XII,Fran,GL2,Ice Lightning,NA,False
Wild Frolic,XII,Fran,AW,Ice Lightning,PHY,True
Shatterheart Flash,XII,Fran,AW,Ice Lightning,PHY,False
Boreal Sparkshot,XII,Fran,Sync,Ice Lightning,PHY,True
Dual Mist,XII,Fran,OLB,Ice Lightning,PHY,False
Fulminating Darkness,XII,Basch,Unique,Dark,PHY,False
Apocalypse Shield,XII,Basch,Unique,NE,NA,True
Ruin Impendent,XII,Basch,SSB,NE,PHY,True
Shining Ray,XII,Basch,BSB,Holy,PHY,True
Righteous Steel,XII,Basch,OSB,Holy Dark,PHY,False
Clash of Light and Flame,XII,Basch,USB,Holy Fire,PHY,True
Exemplar of Honor,XII,Basch,USB,NE,NA,False
Blazing Duality,XII,Basch,USB,Holy Fire Dark,PHY,False
Faith Shield,XII,Basch,Chain3,ALL,PHY MAG,False
Swordflash Oath,XII,Basch,Chain3,Holy,PHY,False
Starfire Purge,XII,Basch,ASB,Holy Fire Dark,PHY,False
Captain's Resolve,XII,Basch,GL2,Holy Fire,PHY,True
Captain's Loyalty,XII,Basch,GL2,NE,NA,False
Flame Purge,XII,Basch,AW,Holy Fire Dark,PHY,False
True Ruin Impendent,XII,Basch,Sync,Holy Fire,PHY,False
Brotherly Rift,XII,Basch,Sync,Holy Fire Dark,PHY,False
Captain's Oathblade,XII,Basch,OLB,Holy Fire,PHY,False
Apex Flame Purge,XII,Basch,AD,Holy Fire Dark,PHY,False
Heaven's Wrath,XII,Ashe,Unique,Holy,MAG,False
Northswain's Glow,XII,Ashe,Unique,NE,MAG,True
Maelstrom's Bolt,XII,Ashe,SSB,Lightning,MAG,False
Dusk's Decree,XII,Ashe,BSB,Lightning,MAG,True
Thunder's Echo,XII,Ashe,OSB,Lightning,MAG,True
Empyrean's Edict,XII,Ashe,USB,Lightning,MAG,True
Inspiring Flash,XII,Ashe,USB,Lightning,MAG,True
Lodestar's Gleam,XII,Ashe,ASB,Lightning,MAG,True
Dusk Mote,XII,Ashe,GL,Lightning,NA,True
Dynast-King's Scion,XII,Ashe,GL2,Lightning,NA,False
Liberator’s Truth,XII,Ashe,GL2,NE,NA,False
Northswain's Bolt,XII,Ashe,AW,Lightning,MAG,False
Saintly Pride,XII,Ashe,Sync,Lightning,MAG,True
Channeling Bolt,XII,Ashe,Sync,Lightning,MAG,False
Northswain Bolt,XII,Ashe,OLB,Lightning,MAG,False
Thunder Flash (Ashe),XII,Ashe,GLB,Lightning,MAG,False
Apex Heaven's Wrath,XII,Ashe,AD,Lightning,MAG,False
Awoken Northswain’s Glow,XII,Ashe,DuAW,Lightning,MAG,False
War Dance,XII,Penelo,Unique,NE,NA,True
Mincing Minuet,XII,Penelo,Unique,Holy,MAG,False
Intercession,XII,Penelo,SSB,Holy,MAG,False
Resurrection,XII,Penelo,BSB,NE,NA,True
Evanescence,XII,Penelo,BSB,Holy,MAG,True
Dance of Rapture,XII,Penelo,USB,NE,NA,False
Tear Drops,XII,Penelo,USB,NE,NA,True
Childhood Bond,XII,Penelo,GL2,NE,NA,False
Dancing Heart,XII,Penelo,AW,NE,NA,False
Shining Vindication,XII,Penelo,Sync,NE,NA,False
Scales of Fate,XII,Penelo,Sync,Wind,MAG,False
Enrage,XII,Gabranth,Unique,Dark,PHY,False
Fulminating Oblivion,XII,Gabranth,SSB,Dark,PHY,True
Avenger,XII,Gabranth,SSB,Dark,PHY,True
Innocence,XII,Gabranth,BSB,Dark,PHY,False
Hatred,XII,Gabranth,OSB,Dark,PHY,False
Ruin Unflinching,XII,Gabranth,USB,Dark,PHY,False
Frost Purge,XII,Gabranth,USB,Dark,PHY,False
Ruinous Hatred,XII,Gabranth,Chain2,Dark,PHY,False
Hateful Rush,XII,Gabranth,ASB,Dark,PHY,False
Fathomless Grievance,XII,Gabranth,GL2,Dark,NA,False
Hour of Vengeance,XII,Gabranth,GL2,NE,NA,True
Darksteel Wrath,XII,Gabranth,GL,Dark,NA,True
Endless Wail,XII,Gabranth,AW,Dark,PHY,False
Guilt,XII,Gabranth,AW,Dark,PHY,False
Vengeful Judgment,XII,Gabranth,Sync,Dark,PHY,False
Dual Rend,XII,Gabranth,OLB,Dark,PHY,False
Enmity Prison,XII,Gabranth,AD,Dark,PHY,False
Awoken Avenger,XII,Gabranth,DuAW,Dark,PHY,False
Archadian Draught,XII,Larsa,SSB,NE,NA,False
Manufacted Marvel,XII,Larsa,SSB,NE,NA,True
Life Crystal,XII,Larsa,BSB,NE,NA,True
Scintillating Potion,XII,Larsa,USB,NE,NA,True
Potion Shower,XII,Larsa,USB,NE,NA,False
Potions Aplenty,XII,Larsa,USB,NE,NA,False
Hi-Potion (XII),XII,Larsa,GL2,NE,NA,True
Alabaster Path,XII,Larsa,GL2,NE,NA,True
Unsullied Prince,XII,Larsa,GL,NE,NA,True
Soothing Wave,XII,Larsa,AW,NE,NA,True
Tracer Potion,XII,Larsa,AW,NE,NA,False
Amity Potion,XII,Larsa,Sync,NE,NA,False
